label,fallacy_example,non-fallacy_example
fallacy of extension,"Charlie: La publicación y el intercambio ilegal de canciones en Internet está paralizando la industria musical. Bob: No podrías estar más equivocado; la industria de la música lo está haciendo bien. No puedo creer que pienses que el gobierno debería poder regular lo que comparto con mis ""amigos"". Nadie quiere un mundo en el que no pueda prestar un libro a mi novia, dejar que mi compañero de piso tome prestado mi iPod o compartir un meme divertido con los seguidores de mi blog.","Charlie y Bob tienen opiniones diferentes sobre la regulación de Internet, y ambos tienen argumentos válidos. Sin embargo, es importante recordar que compartir contenido protegido por derechos de autor de forma ilegal está mal."
fallacy of extension,"A: ""Muchas tiendas están diciendo a sus empleados que digan Felices Fiestas en lugar de Feliz Navidad"". B: ""¡Esto es una locura! ¿Por qué intentan deshacerse de la Navidad?""","A: ""Muchas tiendas están diciendo a sus empleados que digan Felices Fiestas en lugar de Feliz Navidad"". B: ""Esto es una decisión que han tomado las tiendas. No significa necesariamente que intenten deshacerse de la Navidad""."
fallacy of extension,"A: ""Tenemos que avanzar hacia los coches de autoconducción como el siguiente paso para una mayor seguridad vial"". B: ""¿Pero qué pasa con el Uber autoconducido que no se detuvo y mató a un peatón en Arizona?"".","A: ""Tenemos que avanzar hacia los coches de autoconducción como el siguiente paso para una mayor seguridad vial"". B: ""Es cierto que los coches de autoconducción pueden aumentar la seguridad en general, pero eso no significa que no puedan ocurrir accidentes""."
fallacy of extension,"""Quiero que mi hija vaya a una universidad pública para que no tenga demasiadas deudas"". ""¿Por qué crees que las escuelas estatales son mejores que las privadas? Harvard y Princeton son privadas"". ¿Qué es esto?",Las escuelas públicas no necesariamente son mejores que las privadas. La calidad de una escuela no se determina necesariamente por su tipo de propiedad.
fallacy of extension,El senador Lewis dice que no debemos financiar el programa de ataque con misiles. No estoy de acuerdo. No sé por qué quiere dejarnos así de indefensos.,El senador Lewis puede tener diferentes razones para no querer financiar el programa de ataque con misiles. No necesariamente significa que quiera dejarnos indefensos.
fallacy of extension,Caroline dice que va a almorzar con la nueva chica. Jenna dice que no puede creer que Caroline abandone a sus antiguos amigos por la nueva chica.,Caroline dice que va a almorzar con la nueva chica. Jenna puede tener diferentes opiniones sobre la decisión de Caroline de pasar tiempo con una nueva amiga.
fallacy of extension,"¿Cómo espera que apoye un programa de vales escolares? Pronto, todas nuestras escuelas del centro de la ciudad se quedarán sin dinero, nuestros niños perderán la esperanza y todo el sistema educativo se derrumbará. No, no hay manera de que apoye un programa que hará todo eso.","¿Cómo espera que apoye un programa de vales escolares? Los programas de vales escolares no necesariamente causan una falta de dinero en las escuelas, la pérdida de esperanza entre los estudiantes y el colapso del sistema educativo."
fallacy of extension,"Si quitamos a los agricultores la posibilidad de cultivar por ingeniería genética, si eliminamos esa opción, la gente pasará hambre, de hecho, la gente morirá de hambre. A diferencia de mi oponente, yo opto por utilizar la tecnología de que disponemos y salvar vidas.","La agricultura de ingeniería genética puede tener sus beneficios y desventajas, y es importante considerar todas las opciones para producir alimentos de manera sostenible."
fallacy of extension,Primer senador: La nación está endeudada y no debemos aumentar el presupuesto de defensa. Segundo senador: ¡No puedo creer que quieran dejar a la nación indefensa!,Primer senador: La nación está endeudada y debemos considerar todas las opciones para reducir el gasto y mejorar la economía. Segundo senador: La seguridad nacional es importante y debemos asegurarnos de tener los recursos necesarios para proteger al país.
fallacy of extension,"Ayudante de cátedra: la tarea era mucho más difícil de lo que pensábamos, así que creo que deberíamos dar unos puntos extra a los alumnos que la hayan completado. Profesor: es una idea terrible. Si damos a todo el mundo una puntuación perfecta sin motivo, los alumnos no se molestarán en trabajar duro en el futuro.","Ayudante de cátedra: la tarea era mucho más difícil de lo que pensábamos, así que creo que deberíamos considerar dar unos puntos extra a los alumnos que la hayan completado. Profesor: eso dependerá de cómo se evalúe el trabajo de los alumnos. Si consideramos que han hecho un esfuerzo adicional, entonces podría ser una buena idea darles puntos extra. Si no, no sería justo para los que han trabajado duro desde el principio."
fallacy of extension,"Si la discusión se supone que es sobre si nosotros, como el público estadounidense debe usar máscaras o no, y usted argumenta: ""¡Pedirle a un niño que use una máscara es ridículo!""","Si la discusión se supone que es sobre si nosotros, como el público estadounidense debe usar máscaras o no, y usted argumenta: ""¡Pedirle a un niño que use una máscara es ridículo!"", eso no tiene nada que ver con el tema de la discusión."
fallacy of extension,"Senador A: ""Deberíamos gastar menos en nuestro presupuesto militar y gastar más en salud y educación"". Senador B: ""¿Así que quiere dejar al país indefenso?""","Senador A: ""Deberíamos considerar gastar menos en nuestro presupuesto militar y más en salud y educación"". Senador B: ""¿Está sugiriendo que debemos reducir nuestra capacidad de defensa?"""
fallacy of extension,"Persona #1: Tenemos que empezar el instituto más tarde por la mañana. Persona #2: Oh, ¿entonces crees que deberíamos dormir todos hasta el mediodía y tener clases hasta que oscurezca?",Persona #1: Tenemos que empezar el instituto más tarde por la mañana. Persona #2: ¿Y eso implica cambiar el horario de clases completamente?
fallacy of extension,"Bill y Jill discuten sobre la limpieza de sus armarios:  Jill: ""Deberíamos limpiar los armarios. Se están desordenando un poco"".  Bill: ""Por qué, acabamos de revisar esos armarios el año pasado. ¿Tenemos que limpiarlos todos los días?""  Jill: ""Nunca dije nada de limpiarlos todos los días. Es que quieres guardar todos tus trastos para siempre, lo cual es ridículo"".","Bill y Jill discuten sobre la limpieza de sus armarios: Jill: ""Deberíamos limpiar los armarios. Están desordenados"". Bill: ""¿Por qué? Revisamos esos armarios el año pasado. ¿Tenemos que limpiarlo todos los días?"" Jill: ""No dije nada de limpiarlo todos los días. Simplemente pienso que debemos mantenerlos organizados""."
fallacy of extension,Bert: Últimamente he estado aprendiendo sobre la Segunda Guerra Mundial. Descubrí que Estados Unidos provocó a Japón para que atacara Pearl Harbor. No creo que eso fuera lo correcto. Jenny: ¿Así que ahora te pones del lado del Eje? ¿Crees que Alemania y Japón tuvieron razón al hacer lo que hicieron?,Bert: Últimamente he estado aprendiendo sobre la Segunda Guerra Mundial. Descubrí que Estados Unidos provocó a Japón para que atacara Pearl Harbor. No estoy de acuerdo con eso. Jenny: ¿Entonces en qué bando estás? ¿Crees que Alemania y Japón tenían razón en lo que hicieron?
fallacy of extension,Entrevistador: ¿Qué cree que debería hacerse con la gente que dice palabrotas en público? Hombre de la calle: Creo que debería estar prohibido por la ley. Entrevistador: ¿Supongo que está en contra del derecho a la libertad de expresión?,Entrevistador: ¿Qué cree que debería hacerse con la gente que dice palabrotas en público? Hombre de la calle: Creo que debería haber una consecuencia. Entrevistador: ¿Qué hay de tu opinión sobre el derecho a la libertad de expresión?
fallacy of extension,no debemos construir carriles bici porque los ciclistas se saltan los semáforos en rojo,"Los ciclistas que se saltan los semáforos en rojo representan una pequeña porción de todos los ciclistas. Por lo tanto, no podemos generalizar sobre todos los ciclistas basándonos en el comportamiento de algunos."
fallacy of extension,"""El coronavirus se originó en China, por lo tanto todos los chinos están enfermos"".","El coronavirus se originó en China, pero eso no significa que todos los chinos estén enfermos."
fallacy of extension,"""Todos los estudiantes de todas partes deberían usar mochilas transparentes porque en las escuelas donde los estudiantes no usan mochilas transparentes ocurren cosas malas"".",En algunas escuelas donde los estudiantes no usan mochilas transparentes ocurren cosas malas.
fallacy of extension,"""Florida es el estado más importante porque tiene sol y playas"".",Florida es un estado muy turístico porque tiene sol y playas.
fallacy of extension,"Si no te gusta Lady Gaga, es porque odias a las mujeres.","Si alguien no le gusta Lady Gaga, eso no necesariamente significa que odien a las mujeres en general."
fallacy of extension,La gente que conduce coches grandes probablemente odia el medio ambiente.,La gente que conduce coches grandes puede tener diferentes opiniones sobre el medio ambiente.
fallacy of extension,El robot 2 (azul) ha refutado todos los argumentos del robot 1 (naranja). El Robot 1 lanza el contraargumento anterior.,El robot 1 ha presentado argumentos en su contra. El robot 2 debe responder a esos argumentos para refutarlos.
fallacy of extension,"Persona A: Creo que la contaminación de los seres humanos contribuye al cambio climático. Persona B: Entonces, ¿crees que los humanos son directamente responsables del clima extremo, como los huracanes, y que han provocado las sequías en el suroeste de Estados Unidos?","Persona A: ""La contaminación humana puede afectar el clima"". Persona B: ""No necesariamente, hay muchos factores que contribuyen al cambio climático. Los humanos pueden ser uno de ellos, pero no necesariamente el único""."
fallacy of extension,Los estudiantes le dicen a la Sra. Higgins que su color de pelo le parece diferente. La Sra. Higgins no puede creer que sus alumnos la llamen fea y horrible de ver.,Los estudiantes le dicen a la Sra. Higgins que su color de pelo le parece diferente. La Sra. Higgins se sorprende de que sus alumnos no la reconozcan.
fallacy of extension,"A: Hoy no quiero ir a McDonald's. B: Entonces, ¿estás en contra de la buena comida?","A: Hoy no quiero ir a McDonald's. B: Entonces, ¿prefieres otro lugar?"
fallacy of extension,"Al igual que muchos temas en el mundo, ¿cuál parece ser el mayor tema en el DEBATE sobre el cambio climático?","Al igual que muchos temas en el mundo, ¿cuál parece ser el mayor tema en el DEBATE sobre el cambio climático?"
fallacy of extension,Bob Jones es un monstruo al que le gusta separar a las familias inmigrantes en centros de detención. ¿Cómo puedes votar por alguien así?,"Un candidato a un cargo público debe ser juzgado por sus acciones y propuestas, no por su apariencia física o estereotipos."
fallacy of extension,"Ves a alguien paseando a su perro. El perro va al baño en el césped, pero no recogen los desechos de su perro. Les pides que limpien lo que deja su perro, pero te dicen: ""¿por qué odias a los perros?"".","Cuando les pides que limpien lo que deja su perro, no se puede inferir que odies a los perros sólo por eso."
fallacy of extension,"La idea del Sr. Stark de aplicar la discriminación positiva en el proceso de admisión de la universidad es una completa locura. Dice que quiere que el alumnado represente la diversidad de la comunidad. Pero eso es ridículo. Supongo que esto significa que tendremos que tirar nuestros estándares académicos mientras estamos en ello. Después de todo, si vamos a dejar que los estudiantes entren en nuestra prestigiosa institución sólo por su género o el color de su piel, ¿qué va a pasar con nuestra reputación?","La idea del Sr. Stark de aplicar la discriminación positiva en el proceso de admisión de la universidad puede ser polémica. Dice que quiere que el alumnado represente la diversidad de la comunidad. Pero eso no significa que se vayan a bajar los estándares académicos. Después de todo, si se quiere lograr una diversidad en la institución, es importante tener en cuenta más factores además del género o el color de piel."
fallacy of extension,John: Creo que deberíamos contratar a alguien para que rediseñe nuestra página web. Lola: ¿Estás diciendo que deberíamos tirar el dinero en recursos externos en lugar de crear nuestro propio equipo de diseño? Eso va a perjudicar a nuestra empresa a largo plazo.,John: Creo que deberíamos contratar a alguien para que rediseñe nuestra página web. Lola: ¿Estás diciendo que deberíamos invertir en recursos externos en lugar de desarrollar nuestro propio equipo de diseño? Eso puede afectar negativamente a nuestra empresa a largo plazo.
fallacy of extension,La pena de muerte no asustará a los delincuentes porque no esperan ser capturados,"La pena de muerte puede ser un factor disuasorio para algunos delincuentes, pero no para todos."
fallacy of extension,El senador Smith dice que la nación no debe aumentar el presupuesto de defensa. El senador Jones dice que no puede creer que el senador Smith quiera dejar a la nación indefensa.,El senador Smith dice que la nación no debe aumentar el presupuesto de defensa. El senador Jones expresó su desacuerdo y dijo que considera que es importante mantener una buena defensa nacional.
fallacy of extension,El estudiante le dice a su profesor que cree que algunas de las posiciones de Donald Trump tienen mérito. El profesor dice que no puede creer que el estudiante crea en el apoyo al racismo.,"El estudiante le dice a su profesor que cree que algunas de las posiciones de Donald Trump tienen mérito, pero esto no significa que el estudiante apoye todas las posiciones de Trump."
fallacy of extension,Si no tienes un contenedor de reciclaje es que odias la tierra y no te importa la contaminación.,Si no tienes un contenedor de reciclaje es que no estás cumpliendo con tus responsabilidades como ciudadano.
fallacy of extension,"Si no conduces un coche, odias la Tierra.","Conducir un coche no significa amar la Tierra, pero puede ser una forma de cuidarla si se conduce de manera responsable."
fallacy of extension,Considere el siguiente intercambio: Omar: Creo que la pena capital es un componente necesario de nuestro sistema de justicia y debería seguir siendo legal. Kayla: ¿Así que estás diciendo que el asesinato debería ser legal y que está bien que vayamos por ahí matando a la gente sólo porque creemos que se lo merecen? Eso no es correcto.,Omar no está diciendo que el asesinato debería ser legal simplemente porque cree en la pena capital.
fallacy of extension,"Thomas: ""Las aplicaciones de citas son una forma eficaz de conocer a posibles parejas. Con las apretadas agendas de trabajo de la gente hoy en día, la tecnología puede ayudarte a establecer conexiones."" Nina: ""¡Las aplicaciones de citas son peligrosas! La mayoría de la gente sufre catfishing, y los chicos suelen fingir ser mucho mejores de lo que realmente son en Internet. Si estamos tan ocupadas, no tendremos tiempo para nada de eso, de todos modos"".","Las aplicaciones de citas pueden tener ventajas y desventajas, y cada persona debe considerar si son adecuadas para ellos en lugar de generalizar sobre su efectividad o peligrosidad."
fallacy of extension,"""Las escuelas deberían proporcionar almuerzos nutritivos a los estudiantes"". ""¿Así que las escuelas deberían quitarle dinero a la tecnología y a los suministros necesarios en el aula?""","Las escuelas deben proporcionar almuerzos nutritivos a los estudiantes, pero eso no significa que tengan que dejar de invertir en tecnología y suministros necesarios en el aula."
fallacy of extension,"La secretaria afirma que la minería está haciendo más daño que bien al medio ambiente y a la población. Los políticos favorables a la minería la acusaron de ser antipobre, que valora más la vida de un árbol que la de los mineros, cuya única fuente de ingresos es la minería.","La secretaria señaló que la minería puede tener impactos negativos en el medio ambiente y la salud de la población, y que es necesario abordar estos problemas. Los políticos que la acusaron de ser antipobre y valorar más la vida de un árbol que la de los mineros están desviando la atención de la cuestión real."
fallacy of extension,Becky: Creo que la pena capital es un componente necesario de nuestro sistema de justicia y debería seguir siendo legal. Alex: ¿Así que estás diciendo que el asesinato debería ser legal y que está bien que vayamos por ahí matando a la gente sólo porque creemos que se lo merecen? Eso no es correcto.,"Becky: Creo que la pena capital es un componente necesario de nuestro sistema de justicia y debería seguir siendo legal. Alex: Entiendo lo que dices, pero creo que hay otras formas de aplicar la justicia que son más justas y humanas que la pena de muerte."
fallacy of extension,"La estudiante no quiso participar en la limpieza de la playa. Más tarde, el asesor de la estudiante dice ""No puedo creer que no crea en el cambio climático"".","La estudiante no quiso participar en la limpieza de la playa, y su asesor no tiene por qué estar de acuerdo con sus creencias sobre el cambio climático."
fallacy of extension,"El objetivo de la gente que nos pide que llevemos máscaras es la pura conformidad, para practicar el control de una población sin criterio. ¡No somos ovejas!","No se puede afirmar con certeza que el único objetivo de la gente que pide que llevemos máscaras sea el control de la población. Puede haber diferentes razones para usar máscaras, como evitar la propagación de enfermedades. Además, el hecho de usar máscaras no implica que la gente sea conformista o sin criterio."
fallacy of extension,"Los defensores de una respuesta estricta al virus dicen que ""tenemos que limitar la propagación"". Lo que realmente están diciendo es que tenemos que cerrar todo para siempre, lo que provocaría un daño económico masivo.","Los defensores de una respuesta estricta al virus dicen que ""tenemos que limitar la propagación"". Esta afirmación no necesariamente significa que se deba cerrar todo para siempre, lo que podría causar un daño económico masivo. Los defensores de una respuesta estricta pueden estar hablando de medidas como el distanciamiento social y el uso de mascarillas, que ayudarían a limitar la propagación del virus sin cerrar todo por completo."
fallacy of extension,SM 1: Debate sobre la Segunda Guerra Mundial,"SM 2: ""La Segunda Guerra Mundial fue un acontecimiento histórico importante, y el estudio del latín puede ayudar a comprender mejor ciertos aspectos de la historia y la cultura de esa época""."
fallacy of extension,SM 6: El Norte invade el Sur durante la Guerra Civil,"SM 6: Durante la Guerra Civil, el Norte y el Sur se enfrentaron en un conflicto militar y político."
fallacy of extension,Pamela dice que cree que la clase debería hacer más proyectos de servicio. Mark dice que no puede creer que Pamela no apoye el baile anual de la escuela. Pamela dice que ella piensa que la clase debería hacer más proyectos de servicio. Mark dice que no puede creer que Pamela no apoye el baile escolar anual,Pamela dice que cree que la clase debería hacer más proyectos de servicio. Mark dice que no puede creer que Pamela no apoye el baile anual de la escuela. Pamela dice que ella piensa que la clase debería hacer más proyectos de servicio. Mark dice que es sorprendente que Pamela no apoye el baile escolar anual.
fallacy of extension,"Profesor de biología: La teoría de la evolución afirma que todas las especies evolucionan, incluso los humanos. Alumno: No puedo aceptar que los humanos provengan de los bichos.","Profesor de biología: La teoría de la evolución afirma que todas las especies evolucionan, incluso los humanos. Alumno: No puedo aceptar que los humanos provengan de los simios."
fallacy of extension,Deberíamos aprobar una enmienda constitucional que hiciera ilegal quemar la bandera estadounidense. Cualquiera que piense lo contrario sólo odia a Estados Unidos.,Una enmienda constitucional que haga ilegal quemar la bandera estadounidense es una propuesta que puede tener apoyo o rechazo por diferentes razones. No se puede decir que todos los que estén en desacuerdo con ella odien a Estados Unidos.
fallacy of extension,"Muchos demócratas no quieren un muro fronterizo con México, lo que significa que no quieren mantener la seguridad de los estadounidenses",El hecho de que muchos demócratas no quieran un muro fronterizo con México no significa necesariamente que no quieran mantener la seguridad de los estadounidenses.
fallacy of extension,"""Ella enseña ingeniería, y dijo que el puente propuesto era un desperdicio de dinero. No puedo creer que odie tanto a nuestra ciudad"".",Ella enseña ingeniería y dijo que el puente propuesto no era una buena inversión. No puedo creer que no esté de acuerdo con la propuesta.
fallacy of extension,"Ted: La evolución biológica es tanto una teoría como un hecho. Edwin: ¡Eso es ridículo! ¿Cómo puedes estar absolutamente seguro de que evolucionamos a partir de la escoria del estanque? Ted: En realidad, eso es una burda tergiversación de mi afirmación. Nunca he afirmado que hayamos evolucionado a partir de la escoria del estanque.","La teoría de la evolución biológica es un hecho científico bien establecido, respaldado por una gran cantidad de evidencia empírica. No es una opinión subjetiva o una creencia personal."
fallacy of extension,"Mabel quiere deshacerse del periódico estudiantil. Después, probablemente querrá prohibir la libertad de expresión. No querrá que hablemos en absoluto. Hará que sea una ley que no se pueda hablar en público.","Mabel quiere deshacerse del periódico estudiantil, pero eso no necesariamente significa que quiera prohibir la libertad de expresión o que quiera que no se pueda hablar en público."
fallacy of extension,"Después de que Jhon dijera que deberíamos destinar más dinero a la sanidad y la educación, Warren respondió diciendo que le sorprendía que Jhon odiara tanto a nuestro país como para querer dejarlo indefenso recortando el gasto militar.","Después de que Jhon dijera que deberíamos destinar más dinero a la sanidad y la educación, Warren respondió diciendo que le sorprendía que Jhon haya sugerido tal cosa, pero eso no significa necesariamente que Jhon odie a nuestro país o quiera dejarlo indefenso."
fallacy of extension,"Un político local planea ampliar la red ciclista del municipio y añadir varios radares nuevos en zonas densamente pobladas. Su oponente dice: ""Quieren que todos dejemos de conducir para siempre. Están castigando a los honrados propietarios de coches y a los que se desplazan al trabajo que ayudan a pagar los sueldos de estos políticos"".","Un político local planea ampliar la red ciclista del municipio y añadir varios radares nuevos en zonas densamente pobladas. Su oponente dice: ""Algunos podrían interpretar que están tratando de fomentar el uso de la bicicleta y mejorar la seguridad vial en las zonas densamente pobladas, pero eso no significa que quieran prohibir por completo el uso de coches""."
fallacy of extension,Deberíamos prohibir a todos los cadetes que ayuden en las misiones de los servicios de emergencia. Algunos cadetes son tan inmaduros que nunca dejarán de hacer el tonto.,"Deberíamos evaluar si los cadetes que ayudan en las misiones de los servicios de emergencia están preparados para hacerlo, pero no necesariamente prohibirlos a todos porque algunos puedan ser inmaduros."
fallacy of extension,El senador Curry está en contra del nuevo caza láser F-99. Yo estoy a favor porque no quiero dejar a América indefensa.,"El senador Curry puede estar en contra del nuevo caza láser F-99, y tú puedes estar a favor porque no quieres dejar a América indefensa, pero eso no necesariamente significa que sea un argumento válido."
fallacy of extension,"El feminismo forma parte de ""un movimiento político socialista y antifamiliar que anima a las mujeres a dejar a sus maridos, matar a sus hijos, practicar la brujería, destruir el capitalismo y convertirse en lesbianas."" (Declaración de Pat Robertson)",El feminismo es un movimiento que busca la igualdad de derechos y oportunidades entre hombres y mujeres.
fallacy of extension,"¿Cómo puedes creer en la evolución? Eso significaría que usted cree que un elefante evolucionó de un ratón, y eso es simplemente ridículo","¿Cómo puedes creer en la evolución? Eso significaría que usted cree que las especies cambian y se adaptan a su entorno, y eso es simplemente científicamente comprobado."
fallacy of extension,Mi oponente intenta convencerle de que evolucionamos a partir de monos que se columpiaban en los árboles; una afirmación verdaderamente ridícula.,Mi oponente intenta convencerle de que evolucionamos a partir de monos que se columpiaban en los árboles; una afirmación que no tiene base científica.
fallacy of extension,La gente que no apoya la propuesta de aumento del salario mínimo estatal odia a los pobres.,La gente que no apoya la propuesta de aumento del salario mínimo estatal puede tener otros motivos y no necesariamente odia a los pobres.
fallacy of extension,"Después de que Will dijera que deberíamos destinar más dinero a la sanidad y la educación, Warren respondió diciendo que le sorprendía que Will odiara tanto a nuestro país como para querer dejarlo indefenso recortando el gasto militar.",La afirmación de que Will odia a nuestro país por querer destinar más dinero a la sanidad y la educación es una falacia. No existe una relación necesaria entre ambas cosas.
fallacy of extension,Los que creen en la modificación de la conducta obviamente quieren intentar controlar a todo el mundo sometiéndolo a premios y castigos.,La modificación de la conducta puede ser utilizada para tratar de cambiar comportamientos específicos en lugar de controlar a todo el mundo.
fallacy of extension,Los activistas por los derechos de los animales creen que no debemos mantenerlos cautivos y obligarlos a hacer nuestra voluntad. Ellos querrían que abandonaras a tus mascotas en la naturaleza.,Los activistas por los derechos de los animales creen que la gente no debería mantener a los animales cautivos y obligarlos a hacer nuestra voluntad. No quieren necesariamente que abandones a tus mascotas en la naturaleza.
fallacy of extension,"Profesor Jones: ""La universidad acaba de recortar nuestro presupuesto anual en 10.000 dólares"". Prof. Smith: ""¿Qué vamos a hacer?"" Prof. Brown: ""Creo que deberíamos eliminar uno de los puestos de ayudante de cátedra. Eso lo solucionaría"". Prof. Jones: ""Podríamos reducir los aumentos programados en su lugar"". Prof. Brown: ""No puedo entender por qué quieres desangrarnos así, Jones"".","Profesor Jones: ""La universidad acaba de recortar nuestro presupuesto anual en 10.000 dólares"". Prof. Smith: ""¿Qué vamos a hacer?"" Prof. Brown: ""Podríamos considerar reducir uno de los puestos de ayudante de cátedra"". Prof. Jones: ""O podríamos reducir los aumentos programados en su lugar"". Prof. Brown: ""¿Por qué quieres reducir los aumentos en lugar de eliminar un puesto de ayudante de cátedra?"""
fallacy of extension,"Zebedeo: ¿Cuál es su opinión sobre el Dios cristiano? MIKE: No creo en ningún dios, incluido el cristiano. Zebedeo: ¿Así que crees que estamos aquí por accidente, y que todo este diseño de la naturaleza es pura casualidad, y que el universo se creó solo? MIKE: ¿Has sacado todo eso de mi afirmación de que no creo en ningún dios?","Zebedeo: ¿Cuál es su opinión sobre el Dios cristiano? MIKE: No creo en ningún dios, incluido el cristiano. Zebedeo: ¿Así que no crees en la existencia de Dios? MIKE: Sí, eso es correcto."
fallacy of extension,"Rick: Necesito saber si debemos parar para el almuerzo o no.  O tienes hambre o no tienes hambre, ¿cuál es? Tina: Si tener hambre es poder comer, siempre tengo hambre.",Rick: Necesito saber si debemos parar para el almuerzo o no. Tina: Tener hambre no necesariamente significa que puedas comer.
fallacy of extension,"Kent: Mi nuevo coche es muy rápido. Cal: Dudo que sea tan rápido como un avión de combate, así que no es rápido.","Kent: Mi nuevo coche es muy rápido. Cal: Es posible que tu coche sea rápido, pero eso no necesariamente significa que sea tan rápido como un avión de combate."
fallacy of extension,"Lo que más me molesta de las personas que se oponen a la pena capital es que creen que las vidas de los asesinos convictos son más importantes que las vidas de los policías y guardias de prisiones que nos protegen. Pero, evidentemente, dado que las vidas de quienes nos protegen tienen el mayor valor, nadie debería oponerse a la pena capital.","Lo que más me molesta de las personas que se oponen a la pena capital es que creen que las vidas de los asesinos convictos son más importantes que las vidas de los policías y guardias de prisiones que nos protegen. Pero, evidentemente, eso no necesariamente significa que las vidas de quienes nos protegen tengan el mayor valor ni que nadie deba oponerse a la pena capital."
fallacy of extension,"""Los defensores del aborto legalizado predijeron que resolvería nuestros problemas sociales. En cambio, esta destrucción de una cuarta parte de una generación ha dejado una sociedad más violenta a su paso: El abuso infantil se ha disparado, pasando de 167.000 casos estimados en 1973 a 2,4 millones en 1989, según el Centro Nacional de Abuso y Negligencia Infantil, un aumento del 1.400%. El suicidio de adolescentes, entre niños no abortados y por tanto presumiblemente ""deseados"", se ha duplicado. Los delitos violentos se han duplicado con creces"".","Los defensores del aborto legalizado predijeron que resolvería nuestros problemas sociales. Sin embargo, no se puede afirmar que la legalización del aborto haya causado un aumento en el abuso infantil o en el suicidio de adolescentes. Los estudios que se han realizado sobre el tema son inconclusos y no permiten llegar a ninguna conclusión definitiva."
fallacy of extension,"""¡Las feministas quieren prohibir toda la pornografía y castigar a todos los que la miran! Pero estas medidas tan duras son seguramente inapropiadas, así que las feministas se equivocan: hay que dejar en paz al porno y a sus aficionados.""","No se puede generalizar sobre las intenciones y acciones de todas las feministas. Algunas personas pueden estar en contra de la pornografía y otros no, pero eso no significa que todas las feministas tengan la misma opinión al respecto."
fallacy of extension,"Orador 1: Creo que deberíamos bajar la edad de consentimiento sexual a los 16 años. Interlocutor 2: Los niños de 16 años son niños. Entonces, ¿crees que está bien que los niños tengan sexo? No, no deberíamos bajar la edad de consentimiento.","Orador 1: Creo que deberíamos considerar bajar la edad de consentimiento sexual a los 16 años. Interlocutor 2: Los niños de 16 años son niños. Entonces, ¿crees que está bien que los niños tengan sexo? No, no estoy diciendo que los niños deban tener sexo."
fallacy of extension,Orador 1: Creo que deberíamos tener una asistencia sanitaria universal de pago único. Orador 2: Los países comunistas lo han intentado. No queremos que Estados Unidos sea un país comunista. No deberíamos tener una sanidad de pago único.,"Orador 1: Creo que deberíamos tener una asistencia sanitaria universal de pago único. Orador 2: Aunque algunos países comunistas lo han intentado, Estados Unidos no es un país comunista. No deberíamos rechazar una sanidad de pago único sin considerar sus posibles beneficios."
fallacy of extension,"Interlocutor 1: Creo que deberíamos tener una red de seguridad social ampliada para los pobres de nuestro país. Interlocutor 2: Entonces, ¿crees que deberíamos simplemente tirar el dinero a los vagos que no quieren trabajar y creen que tienen derecho a ser mantenidos por otras personas, verdad?","Interlocutor 1: Creo que deberíamos tener una red de seguridad social ampliada para los pobres de nuestro país. Interlocutor 2: ¿Y qué piensas de aquellos que, por diversas razones, no pueden trabajar y necesitan ayuda para vivir? ¿Crees que se les debería brindar esa ayuda?"
fallacy of extension,"El apoyo de Al Gore a la discusión de temas de orientación sexual en Ellen es peligroso: defiende la exposición de los niños a materiales sexualmente explícitos, lo cual es un error.","El apoyo de Al Gore a la discusión de temas de orientación sexual en Ellen puede ser controvertido, pero eso no significa necesariamente que sea peligroso o que defienda la exposición de los niños a materiales sexualmente explícitos."
fallacy of extension,Los recientes accidentes de tráfico en su barrio le han llevado a proponer al ayuntamiento que se reduzca el límite de velocidad a lo largo de Main Street para calmar el flujo de tráfico. Los opositores se quejan de que reducir los límites de velocidad en toda la ciudad es contraproducente y una carga innecesaria para los conductores.,Los recientes accidentes de tráfico en su barrio le han llevado a proponer al ayuntamiento que se reduzca el límite de velocidad en algunas calles para calmar el flujo de tráfico. Los opositores se quejan de que reducir los límites de velocidad en toda la ciudad es contraproducente y una carga innecesaria para los conductores.
fallacy of extension,El senador cree que podemos resolver todos nuestros problemas ecológicos conduciendo un Prius.,Resolver problemas ecológicos puede requerir más que solo conducir un Prius.
fallacy of extension,Todo lo contrario: El senador cree que el medio ambiente está tan destrozado que la elección del coche o los hábitos de conducción de cada uno no suponen la menor diferencia.,"El senador puede creer que el medio ambiente está tan dañado que la elección del coche o los hábitos de conducción no importan, pero eso no necesariamente significa que sea cierto."
fallacy of extension,El senador Smith dice que deberíamos recortar el presupuesto de Defensa. Su posición es que debemos bajar nuestras defensas y confiar en que nuestros enemigos no nos ataquen.,"El senador Smith dice que deberíamos recortar el presupuesto de Defensa. Sin embargo, esto no significa necesariamente que debamos bajar nuestras defensas y confiar en que nuestros enemigos no nos ataquen."
fallacy of relevance,Hay mucho revuelo en torno a la salvación del medio ambiente. No podemos hacer de este mundo un Edén. ¿Qué pasará si se convierte en un Edén? Adán y Eva se aburrieron allí.,Hay mucho revuelo en torno a la salvación del medio ambiente. No podemos hacer de este mundo un Edén. ¿Qué podríamos hacer para mejorar nuestro medio ambiente?
